"ID","RA_ICRS","DE_ICRS","plx","pmRA","pmDE","UCC_ID","N_50","r_50","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","C1","C2","C3"
"ESO 427 32",106.556,-30.17,"nan","nan","nan","UCC G241.6-10.3",0,2.9,106.567,-30.181,0.118,-0.293,1.91,116.479,1,0.23,0.36,"DC"
"CWNU 1462",116.50432,-25.53972,0.37,-2.26,2.837,"UCC G241.6-00.4a",0,2.7,116.49,-25.512,0.36,-2.269,2.83,"nan",0,0.4,0.36,"CC"
"UBC 636",118.829,-24.32,0.324,-1.957,1.838,"UCC G241.6+02.0a",15,10.6,118.825,-24.318,0.33,-1.969,1.829,70.348,1,0.48,0.64,"CB"
"CWWDL 8747",117.4003,-25.1146,0.257,-2.232,3.035,"UCC G241.7+00.5",32,7.4,117.363,-25.11,0.199,-2.246,3.034,"nan",0,0.82,0.47,"AC"
"HSC 1933",116.61117,-25.5344,0.431,-3.268,3.085,"UCC G241.7-00.3",30,5.2,116.607,-25.512,0.437,-3.25,3.096,47.81,1,0.38,0.61,"CB"
"FSR 1306",109.507,-28.99,"nan","nan","nan","UCC G241.7-07.5",21,4.9,109.489,-28.967,0.077,-0.796,1.834,101.43,2,0.62,0.43,"BC"
"CWNU 2174",118.81965,-24.36454,0.584,-1.523,1.075,"UCC G241.7+01.9",28,10.9,118.813,-24.312,0.586,-1.538,1.07,26.926,5,0.34,0.43,"CC"
"HSC 1934",115.59089,-26.09166,0.258,-1.39,1.474,"UCC G241.7-01.3",33,2.9,115.593,-26.097,0.26,-1.42,1.451,73.805,1,0.41,0.65,"CB"
"HSC 1935",116.55388,-25.60174,0.191,-1.722,3.318,"UCC G241.7-00.4",61,2.9,116.543,-25.592,0.185,-1.666,3.284,95.041,2,0.2,0.51,"DB"
"HSC 1936",111.34599,-28.19082,1.343,-4.583,3.178,"UCC G241.7-05.7",30,15.8,111.375,-28.185,1.362,-4.598,3.178,27.378,12,0.97,0.55,"AB"
"CWWDL 13542",117.1632,-25.3129,0.447,-1.535,1.449,"UCC G241.7+00.2",0,3.9,117.164,-25.316,0.439,-1.574,1.345,"nan",0,0.64,0.37,"BC"
"HXHWL 9",117.09189,-25.35178,0.38,-1.63,1.31,"UCC G241.7+00.1",26,8.6,117.06,-25.389,0.412,-1.597,1.266,26.732,1,0.05,0.59,"DB"
"FSR 1307;MWSC 1462",123.99969,-21.43561,"nan","nan","nan","UCC G241.7+07.5",36,10.2,124.003,-21.465,0.169,-2.078,0.74,88.385,1,0.31,0.39,"CC"
"CWWL 1144",115.668,-26.113,0.252,-2.121,3.367,"UCC G241.7-01.3a",0,3.0,115.678,-26.116,0.255,-2.094,3.322,75.644,1,0.57,0.22,"BD"
"CWNU 2217",116.59722,-25.65411,0.442,-2.156,2.276,"UCC G241.8-00.3",0,3.3,116.593,-25.679,0.417,-2.155,2.251,53.497,1,0.13,0.36,"DC"
"CWWDL 6388",116.1835,-25.8755,0.241,-2.166,3.045,"UCC G241.8-00.8",25,10.3,116.133,-25.842,0.236,-2.21,3.04,"nan",0,0.14,0.39,"DC"
"CWNU 2123",117.41532,-25.28082,0.326,-2.681,2.865,"UCC G241.8+00.4",27,7.2,117.428,-25.28,0.306,-2.681,2.855,"nan",0,0.54,0.47,"BC"
"CWWDL 10993",119.6775,-24.0483,0.251,-2.41,3.074,"UCC G241.8+02.8",0,3.1,119.677,-24.053,0.244,-2.429,3.044,"nan",0,0.82,0.22,"AD"
"UBC 231",115.551,-26.305,0.31,-2.263,2.214,"UCC G241.9-01.5",46,10.3,115.547,-26.317,0.319,-2.274,2.234,87.761,1,0.62,0.94,"BA"
"CWWDL 10996",118.4408,-24.7838,0.279,-2.498,2.799,"UCC G241.9+01.4",0,2.9,118.434,-24.78,0.278,-2.493,2.885,"nan",0,0.46,0.24,"CD"
"FoF 672",112.0197,-28.0649,0.227,-1.474,2.545,"UCC G241.9-05.1",0,2.8,112.025,-28.062,0.232,-1.395,2.64,40.946,2,0.32,0.25,"CD"
"HSC 1937",110.88203,-28.60308,0.193,-1.535,2.16,"UCC G241.9-06.2",40,3.4,110.894,-28.605,0.196,-1.543,2.16,51.868,4,0.45,0.59,"CB"
"CWNU 2162",116.3709,-25.92261,0.245,-2.361,2.974,"UCC G241.9-00.7",59,4.9,116.356,-25.9,0.233,-2.352,2.999,"nan",0,0.98,0.64,"AB"
"HSC 1938",117.81879,-25.17765,0.377,-1.574,1.392,"UCC G241.9+00.7",42,9.6,117.834,-25.2,0.39,-1.577,1.432,28.585,2,0.77,0.59,"AB"
"CWWL 2060",118.38,-24.904,0.256,-2.23,2.612,"UCC G241.9+01.3",0,3.4,118.393,-24.926,0.194,-2.278,2.342,"nan",0,0.11,0.28,"DC"
"CWWDL 8764",118.173,-25.0534,0.25,-2.269,2.861,"UCC G242.0+01.1",0,2.4,118.161,-25.032,0.243,-2.159,2.839,61.376,1,0.19,0.25,"DD"
"CWNU 290",123.3844,-22.0882,0.9,-1.17,0.38,"UCC G242.0+06.7",44,17.1,123.298,-22.065,0.893,-1.167,0.381,5.141,10,0.8,0.65,"AB"
"HSC 1940",118.96627,-24.63508,0.545,-1.532,1.118,"UCC G242.0+01.9",0,4.8,118.966,-24.668,0.525,-1.524,1.158,"nan",0,0.55,0.34,"BC"
"CWNU 1762",119.28606,-24.48202,0.179,-1.521,1.057,"UCC G242.0+02.2",127,7.0,119.285,-24.482,0.184,-1.541,1.042,80.746,4,0.82,0.52,"AB"
"HSC 1941",90.53861,-35.80475,3.657,-6.363,-3.035,"UCC G242.0-24.8",74,111.2,90.647,-35.537,3.511,-6.483,-2.85,1.594,27,0.69,0.53,"BB"
"DBSB 13",123.06,-22.345,"nan","nan","nan","UCC G242.0+06.3",40,9.5,123.078,-22.377,0.246,-2.946,3.032,63.433,3,0.67,0.38,"BC"
"FSR 1308;MWSC 1351",117.34723,-25.5724,"nan","nan","nan","UCC G242.0+00.2",16,3.7,117.349,-25.593,0.235,-2.383,3.186,76.613,3,0.39,0.41,"CC"
"CWWDL 10988",119.3025,-24.5188,0.232,-2.435,3.261,"UCC G242.0+02.2a",69,7.0,119.31,-24.484,0.222,-2.37,3.197,135.969,4,0.88,0.4,"AC"
"Haffner 16;OCL 655;ESO 493 20;FSR 1309;MWSC 1355",117.586,-25.458,0.293,-2.811,2.991,"UCC G242.0+00.4",250,2.9,117.586,-25.459,0.286,-2.781,3.037,83.616,2,1.0,0.71,"AB"
"OC 0417",117.5881,-25.46405,0.268,-2.771,3.02,"UCC G242.0+00.4a",214,2.4,117.586,-25.459,0.287,-2.782,3.035,83.616,2,1.0,0.73,"AB"
"CWWDL 12041",120.0867,-24.1053,0.256,-2.129,2.352,"UCC G242.1+03.1",26,5.7,120.105,-24.096,0.246,-2.142,2.347,90.256,1,0.22,0.4,"DC"
"HSC 1942",114.91087,-26.91264,3.546,-5.958,-1.15,"UCC G242.1-02.3",24,40.3,115.139,-27.469,3.511,-5.914,-1.168,28.355,5,0.21,0.47,"DC"
"CWNU 1434",117.13375,-25.77063,0.218,-2.547,3.213,"UCC G242.1+00.0",35,1.2,117.129,-25.766,0.215,-2.543,3.234,"nan",0,0.89,0.79,"AA"
"HSC 1943",116.95844,-25.88347,0.23,-1.926,2.365,"UCC G242.1-00.2",57,3.8,116.945,-25.865,0.227,-1.907,2.363,"nan",0,0.6,0.53,"BB"
"CWWL 2091",120.071,-24.196,0.258,-1.939,1.799,"UCC G242.1+03.0",24,8.7,120.03,-24.144,0.216,-1.969,1.802,86.379,2,0.17,0.39,"DC"
"CWNU 2451",118.25831,-25.2222,0.312,-1.231,3.195,"UCC G242.1+01.1",34,5.3,118.259,-25.238,0.305,-1.235,3.208,85.482,1,0.58,0.63,"BB"
"CWWDL 12059",120.4654,-24.0073,0.227,-2.316,2.774,"UCC G242.2+03.4",67,9.4,120.444,-23.995,0.249,-2.488,2.838,49.281,1,0.63,0.45,"BC"
"CWWDL 10985",118.4035,-25.1572,0.26,-2.056,2.505,"UCC G242.2+01.2",0,3.6,118.407,-25.157,0.254,-2.094,2.506,63.744,2,0.42,0.29,"CC"
"CWNU 2402",114.18969,-27.34766,0.356,-2.489,2.662,"UCC G242.2-03.1",39,13.7,114.167,-27.33,0.349,-2.489,2.621,39.992,2,0.23,0.46,"DC"
"UBC 232",120.07,-24.269,0.293,-2.694,1.038,"UCC G242.2+03.0",108,12.5,120.108,-24.273,0.301,-2.691,1.116,49.101,4,0.94,0.8,"AA"
"UBC 463",116.554,-26.202,0.447,-3.726,3.053,"UCC G242.2-00.7",53,4.2,116.556,-26.206,0.472,-3.684,3.07,73.832,2,0.95,0.64,"AB"
"CWWDL 13543",116.5616,-26.2003,0.479,-3.721,3.064,"UCC G242.2-00.6",41,2.4,116.552,-26.206,0.469,-3.68,3.076,73.832,2,0.56,0.46,"BC"
"Karhula 17",113.37995,-27.81671,"nan","nan","nan","UCC G242.2-03.9",35,5.1,113.356,-27.788,0.145,-0.978,2.109,58.927,3,0.88,0.41,"AC"
"CWNU 2905",118.24423,-25.33826,0.277,-1.857,2.518,"UCC G242.2+01.0",0,3.7,118.248,-25.321,0.284,-1.844,2.543,85.127,2,0.28,0.32,"CC"
"UBC 637",123.755,-22.189,0.183,-2.149,2.021,"UCC G242.2+06.9",83,13.8,123.753,-22.198,0.18,-2.102,2.076,99.727,14,0.76,0.87,"AA"
"CWWDL 6451",116.8151,-26.1068,0.254,-1.785,2.299,"UCC G242.2-00.4",0,7.3,116.827,-26.085,0.233,-1.79,2.326,74.815,2,0.34,0.4,"CC"
"UBC 638",123.753,-22.201,0.088,-2.116,2.002,"UCC G242.3+06.9",29,2.1,123.755,-22.202,0.104,-2.09,2.003,"nan",0,0.77,0.65,"AB"
"Haffner 25;OCL 656;ESO 493 15;MWSC 1346",117.16572,-25.94977,"nan","nan","nan","UCC G242.3-00.1",0,2.7,117.155,-25.946,0.198,-2.184,2.801,80.944,1,0.31,0.28,"CC"
"UBC 1392",118.03,-25.53,0.16,-2.17,3.12,"UCC G242.3+00.7",54,12.5,118.031,-25.485,0.156,-2.153,3.149,108.966,3,0.97,0.8,"AA"
"VDBH 3;Haffner 11;OCL 657;vdBergh-Hagen 3;ESO 429 03;FSR 1310;MWSC 1273",113.855,-27.708,0.138,-1.465,3.149,"UCC G242.3-03.5",631,4.2,113.851,-27.705,0.168,-1.503,3.135,97.757,24,1.0,0.6,"AB"
"CWWDL 6464",116.8394,-26.2381,0.229,-1.931,2.763,"UCC G242.4-00.5",0,2.1,116.836,-26.239,0.227,-1.939,2.721,102.115,1,0.44,0.27,"CC"
"Ruprecht 20",111.6585,-28.8085,"nan","nan","nan","UCC G242.4-05.7",0,2.7,111.679,-28.815,0.073,-1.028,1.938,85.118,2,0.52,0.28,"BC"
"UBC 1393",116.15898,-26.64505,0.219,-2.199,3.427,"UCC G242.4-01.2",16,6.3,116.187,-26.637,0.225,-2.205,3.457,"nan",0,0.37,0.7,"CB"
"Kronberger 86;DSH J0832.0-1944",128.01451,-19.73607,"nan","nan","nan","UCC G242.4+11.6",0,3.9,128.011,-19.737,0.127,-1.573,1.122,77.506,1,0.2,0.3,"DC"
"ESO 493 03",114.926,-27.294,"nan","nan","nan","UCC G242.4-02.5",30,6.5,114.929,-27.285,0.121,-1.187,2.299,"nan",0,0.39,0.41,"CC"
"CWWDL 11004",119.4147,-24.9402,0.26,-2.134,2.719,"UCC G242.4+02.1",0,3.9,119.408,-25.022,0.224,-2.434,3.091,116.697,1,0.45,0.24,"CD"
"CWWL 2100",119.923,-24.668,0.24,-2.322,2.694,"UCC G242.5+02.6",0,2.8,119.914,-24.744,0.221,-2.419,2.479,"nan",0,0.45,0.31,"CC"
"Ruprecht 62",128.153,-19.683,"nan","nan","nan","UCC G242.5+11.7",0,3.6,128.16,-19.694,0.104,-1.992,1.142,138.736,1,0.28,0.34,"CC"
"UBC 233",112.783,-28.377,0.401,-0.833,0.72,"UCC G242.5-04.6",115,12.3,112.796,-28.38,0.402,-0.793,0.753,23.649,5,1.0,0.78,"AA"
"CWWDL 145",112.7614,-28.3896,0.404,-0.895,0.761,"UCC G242.5-04.7",85,7.9,112.796,-28.38,0.401,-0.793,0.755,21.068,3,0.94,0.68,"AB"
"CWWDL 2084",118.3841,-25.566,0.241,-2.21,2.937,"UCC G242.5+01.0",27,4.6,118.364,-25.562,0.21,-2.196,2.955,65.085,2,0.11,0.37,"DC"
"Waterloo 3",118.7725,-25.36504,0.197,-2.408,2.671,"UCC G242.5+01.4",54,2.8,118.767,-25.349,0.208,-2.344,2.687,91.877,1,0.94,0.71,"AB"
"UBC 1394",116.46414,-26.60674,0.291,-2.226,2.799,"UCC G242.5-00.9",45,9.1,116.469,-26.583,0.286,-2.239,2.816,"nan",0,0.55,0.77,"BA"
"Ruprecht 36",117.096,-26.287,0.34,-2.768,0.903,"UCC G242.5-00.3",137,4.0,117.096,-26.289,0.362,-2.687,0.931,55.536,2,0.91,0.63,"AB"
"ESO 429 02",113.35414,-28.18805,0.302,-2.803,3.707,"UCC G242.5-04.1",30,4.1,113.351,-28.181,0.31,-2.849,3.638,"nan",0,0.95,0.66,"AB"
"CWWDL 4776",116.502,-26.6286,0.324,-2.177,2.536,"UCC G242.6-00.9",0,1.9,116.485,-26.633,0.322,-2.208,2.623,"nan",0,0.32,0.43,"CC"
"CWWDL 144",113.6644,-28.0611,0.329,-2.777,3.706,"UCC G242.6-03.8",37,3.1,113.667,-28.075,0.33,-2.794,3.728,"nan",0,0.72,0.64,"BB"
"UBC 464",113.533,-28.127,0.294,-2.852,3.672,"UCC G242.6-03.9",0,7.0,113.443,-28.167,0.302,-2.85,3.661,"nan",0,0.66,0.64,"BB"
"OC 0418",113.6701,-28.06944,0.327,-2.813,3.728,"UCC G242.6-03.8a",47,3.6,113.664,-28.07,0.33,-2.799,3.728,"nan",0,0.89,0.67,"AB"
"HSC 1945",117.23725,-26.28199,0.212,-2.334,3.0,"UCC G242.6-00.2",37,5.0,117.196,-26.263,0.224,-2.314,3.017,"nan",0,0.89,0.57,"AB"
"UBC 465",118.863,-25.412,0.187,-2.379,2.7,"UCC G242.6+01.4",28,5.3,118.779,-25.357,0.22,-2.34,2.649,"nan",0,0.91,0.89,"AA"
"VDBH 1;Haffner 7;OCL 661;vdBergh-Hagen 1;ESO 428 24;FSR 1311;MWSC 1197",110.734,-29.502,0.199,-1.541,2.966,"UCC G242.6-06.8",185,3.0,110.737,-29.501,0.205,-1.55,2.937,79.588,7,1.0,0.71,"AB"
"HSC 1946",116.51273,-26.71396,0.335,-2.071,2.26,"UCC G242.6-00.9a",34,4.8,116.478,-26.7,0.33,-2.085,2.271,53.545,2,0.63,0.65,"BB"
"FSR 1312",122.692,-23.305,"nan","nan","nan","UCC G242.7+05.5",0,2.6,122.695,-23.304,0.181,-2.084,1.765,67.598,1,0.16,0.26,"DC"
"HSC 1949",105.88347,-31.6119,3.169,-14.154,1.617,"UCC G242.7-11.4",78,103.1,105.668,-31.898,3.16,-14.214,1.685,15.471,27,0.62,0.46,"BC"
"UBC 1395",122.11,-23.7,0.24,-2.2,4.06,"UCC G242.7+04.8",293,14.6,122.117,-23.701,0.236,-2.21,4.053,82.279,15,0.98,0.66,"AB"
"Gaia 6",122.10581,-23.70302,0.235,-2.201,4.041,"UCC G242.7+04.8a",242,3.3,122.115,-23.701,0.238,-2.211,4.047,53.866,9,0.93,0.52,"AB"
"CWWDL 3100",122.1065,-23.7071,0.251,-2.219,4.049,"UCC G242.7+04.8b",317,5.1,122.116,-23.702,0.235,-2.211,4.042,60.916,13,0.99,0.54,"AB"
"CWWDL 12076",119.9378,-24.9501,0.244,-2.147,2.529,"UCC G242.7+02.5",0,2.1,119.94,-24.944,0.253,-2.142,2.476,57.511,1,0.11,0.22,"DD"
"CWWDL 11031",119.3061,-25.3663,0.276,-2.495,2.918,"UCC G242.8+01.8",0,3.3,119.333,-25.388,0.279,-2.668,2.896,140.358,1,0.21,0.29,"DC"
"CWWDL 4795",116.2088,-27.0336,0.258,-1.862,3.675,"UCC G242.8-01.3",23,6.9,116.247,-27.052,0.256,-1.939,3.624,60.568,5,0.21,0.32,"DC"
"CWNU 1449",114.62923,-27.86141,0.348,-2.404,2.5,"UCC G242.8-03.0",39,7.3,114.61,-27.809,0.344,-2.383,2.486,"nan",0,0.51,0.6,"BB"
"CWNU 1601",115.15809,-27.62621,0.33,-2.618,3.822,"UCC G242.8-02.4",35,10.4,115.191,-27.566,0.315,-2.63,3.83,"nan",0,0.59,0.59,"BB"
"HSC 1947",113.12608,-28.63701,0.371,-0.831,1.918,"UCC G242.8-04.5",19,7.4,113.213,-28.672,0.371,-0.838,1.905,28.01,1,0.26,0.55,"CB"
"Gaia 5",110.80164,-29.72097,"nan","nan","nan","UCC G242.9-06.8",19,1.4,110.81,-29.717,0.087,-1.07,1.78,118.714,4,0.66,0.56,"BB"
"Collinder 132",108.485,-30.758,1.501,-4.14,3.732,"UCC G242.9-09.1",32,20.9,108.438,-30.933,1.54,-4.138,3.761,20.302,12,0.92,0.84,"AA"
"OC 0419",122.34863,-23.78276,0.336,-2.413,2.422,"UCC G242.9+05.0",0,3.4,122.342,-23.786,0.334,-2.336,2.361,49.49,1,0.34,0.3,"CC"
"Teutsch 212;Teutsch J0743.0-2727",115.77586,-27.45252,"nan","nan","nan","UCC G243.0-01.9",25,6.0,115.785,-27.438,0.188,-1.307,2.084,78.883,2,0.56,0.43,"BC"
"CWNU 2302",120.51398,-24.94296,0.326,-3.101,2.997,"UCC G243.0+03.0",29,9.8,120.522,-24.904,0.325,-3.11,3.032,74.803,1,0.4,0.56,"CB"
"Ruprecht 22",112.33,-29.169,"nan","nan","nan","UCC G243.0-05.4",0,2.4,112.334,-29.181,0.151,-1.288,2.652,86.759,2,0.3,0.29,"CC"
"UBC 1615",117.94,-26.38,0.22,-1.49,2.45,"UCC G243.0+00.2",0,5.4,117.927,-26.407,0.214,-1.491,2.459,77.88,1,0.85,0.72,"AB"
"Haffner 19",118.193,-26.274,0.169,-2.494,2.507,"UCC G243.0+00.5",179,3.1,118.192,-26.266,0.201,-2.532,2.502,101.049,3,1.0,0.73,"AB"
"Trumpler 9;Harvard 2;Collinder 168;OCL 663;ESO 494 05;FSR 1313;MWSC 1384",118.911,-25.888,0.339,-3.402,3.069,"UCC G243.0+01.2",337,4.5,118.912,-25.886,0.36,-3.365,3.078,43.392,3,1.0,0.69,"AB"
"UBC 466",116.362,-27.239,0.169,-1.044,2.936,"UCC G243.0-01.3",210,6.7,116.368,-27.237,0.192,-1.018,2.925,92.202,11,0.61,0.74,"BB"
"Teutsch 214",115.83042,-27.51695,"nan","nan","nan","UCC G243.0-01.9a",0,2.4,115.825,-27.522,0.254,-1.31,1.7,74.074,2,0.21,0.3,"DC"
"CWNU 1727",115.33144,-27.78959,0.37,-1.452,1.121,"UCC G243.0-02.4",28,4.7,115.347,-27.804,0.368,-1.446,1.116,56.958,3,0.57,0.48,"BC"
"CWNU 2866",112.29544,-29.28609,0.241,-1.657,2.253,"UCC G243.1-05.4",0,2.8,112.285,-29.295,0.246,-1.692,2.268,57.414,2,0.36,0.27,"CC"
"NGC 2467",118.05338,-26.42326,0.216,-1.49,2.453,"UCC G243.1+00.3",24,6.1,117.966,-26.369,0.215,-1.485,2.45,77.88,1,0.79,0.62,"AB"
"Haffner 18",118.168,-26.387,0.185,-2.548,2.67,"UCC G243.1+00.4",165,3.3,118.167,-26.403,0.206,-2.518,2.723,75.33,3,0.95,0.72,"AB"
"CWNU 1925",119.95778,-25.4181,0.332,-2.717,2.866,"UCC G243.1+02.3",30,5.9,119.975,-25.437,0.301,-2.738,2.851,112.11,3,0.65,0.55,"BB"
"LISC-III 1319",129.45203,-19.60731,0.279,-2.763,1.887,"UCC G243.1+12.8",0,4.9,129.436,-19.597,0.264,-2.643,1.947,"nan",0,0.29,0.29,"CC"
"UBC 639",117.422,-26.833,0.148,-2.121,2.706,"UCC G243.2-00.3",82,4.7,117.422,-26.832,0.195,-2.098,2.744,119.699,3,0.87,0.89,"AA"
"FSR 1315;AH03 J0748-26.9;MWSC 1347;MWSC 1348;AH03 J0748 26.9",117.159,-26.974,0.208,-2.435,3.123,"UCC G243.2-00.6",80,2.0,117.156,-26.968,0.208,-2.467,3.183,79.358,1,1.0,0.86,"AA"
"CWNU 2567",115.08107,-28.03528,0.294,-0.846,1.859,"UCC G243.2-02.7",25,3.3,115.121,-28.054,0.285,-0.857,1.878,48.99,3,0.33,0.64,"CB"
"HSC 1950",120.43021,-25.22852,0.301,-1.875,2.458,"UCC G243.2+02.7",24,6.7,120.361,-25.228,0.285,-1.888,2.436,110.948,1,0.13,0.41,"DC"
"LISC-III 2234",116.08708,-27.57993,0.46,-2.16,2.294,"UCC G243.2-01.7",0,3.8,116.095,-27.593,0.442,-2.212,2.376,53.14,1,0.41,0.27,"CC"
"OC 0420",116.87953,-27.17813,0.226,-2.333,3.437,"UCC G243.2-00.9",472,5.0,116.889,-27.193,0.227,-2.337,3.439,87.133,4,1.0,0.67,"AB"
"MWSC 5051",146.46708,-7.0025,"nan","nan","nan","UCC G243.2+33.6",0,6.4,146.455,-6.981,0.14,-0.822,-1.932,37.821,1,0.25,0.34,"CC"
"NGC 2453;Collinder 162;OCL 670;ESO 493 12;MWSC 13409",116.894,-27.194,0.205,-2.336,3.414,"UCC G243.2-00.9a",473,5.1,116.889,-27.194,0.227,-2.337,3.443,87.133,4,1.0,0.68,"AB"
"CWNU 1414",117.66134,-26.84023,0.327,-2.487,2.609,"UCC G243.3-00.1",0,2.5,117.647,-26.829,0.325,-2.422,2.618,43.16,1,0.23,0.35,"DC"
"OC 0421",119.39501,-25.91851,0.163,-1.868,2.204,"UCC G243.3+01.6",214,4.6,119.404,-25.921,0.165,-1.896,2.216,86.235,7,1.0,0.67,"AB"
"Ruprecht 42;Berkeley 41;OCL 669;ESO 494 08;MWSC 1388",119.407,-25.92,0.121,-1.911,2.191,"UCC G243.3+01.6a",216,4.2,119.405,-25.921,0.158,-1.897,2.207,86.235,7,1.0,0.66,"AB"
"CWWDL 13327",115.6286,-27.9359,0.451,-2.243,2.264,"UCC G243.3-02.2",0,3.2,115.623,-27.927,0.438,-2.199,2.329,"nan",0,0.07,0.26,"DC"
"HSC 1952",118.84336,-26.25965,0.21,-2.353,2.643,"UCC G243.3+01.0",42,6.8,118.832,-26.274,0.202,-2.36,2.707,89.273,2,0.76,0.56,"AB"
"CWNU 1586",118.2934,-26.60517,0.371,-2.097,0.583,"UCC G243.4+00.4",49,10.5,118.316,-26.604,0.37,-2.102,0.576,46.144,3,0.2,0.52,"DB"
"HSC 1954",117.97005,-26.79795,0.166,-1.667,2.195,"UCC G243.4+00.0",35,3.6,118.003,-26.82,0.165,-1.674,2.197,94.063,5,0.7,0.6,"BB"
"FSR 1317",98.535,-34.944,"nan","nan","nan","UCC G243.4-18.4",0,3.5,98.501,-34.945,0.17,-0.236,2.292,"nan",0,0.57,0.38,"BC"
"CWWL 2987",120.702,-25.329,0.242,-2.187,2.731,"UCC G243.4+02.9",0,2.4,120.69,-25.331,0.233,-2.214,2.774,"nan",0,0.26,0.33,"CC"
"CWWDL 12058",120.7084,-25.3617,0.237,-2.175,2.582,"UCC G243.4+02.9a",0,7.5,120.711,-25.354,0.223,-2.22,2.586,107.96,1,0.15,0.39,"DC"
"Ruprecht 14",108.718,-31.36,"nan","nan","nan","UCC G243.5-09.1",0,2.6,108.723,-31.348,0.176,-1.091,2.096,"nan",0,0.27,0.31,"CC"
"CWWDL 8833",118.4604,-26.7433,0.282,-2.362,3.369,"UCC G243.5+00.4",28,1.7,118.5,-26.763,0.231,-2.463,3.23,"nan",0,0.94,0.83,"AA"
"CWNU 2053",114.43994,-28.82997,0.489,-1.003,0.456,"UCC G243.6-03.6",53,11.0,114.437,-28.797,0.453,-1.011,0.456,29.83,2,0.46,0.37,"CC"
"UBC 1396",118.49096,-26.76522,0.241,-2.461,3.24,"UCC G243.6+00.5",18,5.6,118.503,-26.761,0.216,-2.461,3.219,"nan",0,0.98,1.0,"AA"
"HSC 1957",115.79813,-28.17323,0.337,-2.378,2.406,"UCC G243.6-02.2",55,7.3,115.769,-28.152,0.342,-2.462,2.441,102.042,1,0.38,0.59,"CB"
"CWWDL 92",113.252,-29.4434,0.238,-1.979,2.893,"UCC G243.6-04.8",0,2.1,113.272,-29.441,0.235,-1.891,2.808,60.393,2,0.12,0.29,"DC"
"UBC 1616",119.92,-26.02,0.18,-2.37,2.67,"UCC G243.6+01.9",0,5.0,119.99,-26.013,0.182,-2.359,2.666,"nan",0,0.9,0.57,"AB"
"CWNU 2289",119.00109,-26.56712,0.234,-2.212,2.452,"UCC G243.6+00.9",52,5.7,118.996,-26.57,0.21,-2.223,2.457,"nan",0,0.18,0.48,"DC"
"HSC 1958",93.31726,-36.6834,1.68,-2.624,4.727,"UCC G243.7-22.9",104,42.2,93.084,-36.753,1.537,-2.574,4.771,20.639,18,0.48,0.49,"CC"
"CWNU 1972",122.56623,-24.59015,0.481,-1.06,1.397,"UCC G243.7+04.7",54,8.8,122.578,-24.588,0.435,-1.094,1.39,29.861,5,0.39,0.44,"CC"
"CWWDL 11030",120.0134,-26.1118,0.273,-2.536,3.097,"UCC G243.7+02.0",0,3.2,120.031,-26.115,0.279,-2.751,2.85,"nan",0,0.32,0.24,"CD"
"Teutsch 219",122.85169,-24.5119,"nan","nan","nan","UCC G243.8+05.0",44,7.8,122.865,-24.529,0.271,-3.422,2.364,"nan",0,0.41,0.37,"CC"
"Ruprecht 41;OCL 673;ESO 493 31;FSR 1318;MWSC 1378",118.443,-26.992,0.195,-2.593,3.554,"UCC G243.8+00.3",165,4.3,118.427,-27.005,0.228,-2.6,3.579,78.43,4,0.94,0.69,"AB"
"HSC 1960",117.08265,-27.72994,0.947,-5.17,4.866,"UCC G243.8-01.0",37,16.4,117.207,-27.808,0.956,-5.126,4.931,43.717,3,0.99,0.36,"AC"
"CWNU 2397",117.60362,-27.59584,0.242,-2.269,4.232,"UCC G243.9-00.6",94,3.8,117.614,-27.595,0.239,-2.268,4.227,84.295,2,0.59,0.56,"BB"
"OC 0422",116.14668,-28.36946,0.259,-1.81,1.725,"UCC G243.9-02.1",117,4.3,116.161,-28.381,0.268,-1.821,1.78,70.226,3,0.98,0.84,"AA"
"HSC 1961",96.55438,-36.06005,1.431,-2.046,6.193,"UCC G243.9-20.3",47,34.1,96.911,-36.119,1.456,-1.992,6.193,29.275,14,0.62,0.63,"BB"
"CWNU 1653",116.33782,-28.28863,0.217,-1.445,2.857,"UCC G243.9-01.9",32,6.4,116.338,-28.304,0.205,-1.449,2.865,105.999,1,0.09,0.55,"DB"
"Teutsch 25;DSH J0748.4-2754;SAI 80;MWSC 1345",117.11225,-27.90655,0.271,-2.529,3.406,"UCC G243.9-01.1",72,7.0,117.118,-27.927,0.259,-2.514,3.427,79.971,3,0.92,0.7,"AB"
"VDBH 7;Haffner 14;OCL 674;vdBergh-Hagen 7;ESO 429 16;FSR 1319;MWSC 1326",116.182,-28.384,0.226,-1.821,1.728,"UCC G243.9-02.0",116,3.3,116.198,-28.383,0.23,-1.832,1.775,69.968,1,1.0,0.81,"AA"
"CWNU 1548",117.11305,-27.92087,0.274,-2.534,3.428,"UCC G243.9-01.1a",72,7.0,117.118,-27.927,0.259,-2.514,3.427,79.971,3,0.9,0.69,"AB"
"HSC 1962",123.96772,-24.10503,0.185,-1.186,1.543,"UCC G244.0+06.1",45,2.9,123.966,-24.096,0.194,-1.173,1.53,46.513,3,0.4,0.72,"CB"
